ID_person,ID,Model,Power,Price
11233,7500,Audi,217.0,2993493
11233,11747,BMW,221.0,1158887
4560,214,Nissan,126.0,967075
4560,9640,Infiniti,112.0,1399563
17408,2087,Daewoo,177.0,1841385
3115,7924,LADA,409.0,452083
14516,11245,Subaru,215.0,2120904
14277,8086,Toyota,489.0,263458
8430,3191,BMW,376.0,552353
18413,11362,Mercedez-Benz,252.0,3006496
16421,5325,Infiniti,109.0,393034
3236,10126,Daewoo,306.0,2037406
5084,2022,Daewoo,434.0,1267243
10791,7847,Nissan,379.0,1255690
8418,13006,LADA,415.0,828387
8566,12690,Mercedez-Benz,276.0,3076394
7281,3569,Subaru,445.0,3862528
7281,8036,Toyota,126.0,3688204
14637,10934,Subaru,150.0,1937533
8458,9619,Infiniti,204.0,2235570
3263,6061,LADA,313.0,946636
3263,9062,Mercedez-Benz,446.0,3513225
89,12231,BMW,330.0,3872472
10169,4466,Infiniti,309.0,3437993
10169,5127,BMW,286.0,3007610
10169,13330,Mercedez-Benz,327.0,3080102
14844,13969,Ford,393.0,1240645
11188,12399,Audi,85.0,1382923
3093,6386,Ford,283.0,2069419
10871,7583,Toyota,428.0,3806875
7448,388,Subaru,300.0,2935305
7448,9194,Infiniti,407.0,1191397
4503,9864,Daewoo,399.0,1645621
4503,12562,Audi,111.0,3403919
4503,14665,KIA,479.0,3064572
4381,8741,KIA,264.0,974394
6788,7796,Ford,132.0,1936180
6788,11372,Subaru,88.0,2860748
17412,13456,Ford,223.0,3073464
6431,1833,Subaru,81.0,2807069
7767,3589,Subaru,297.0,3928691
11834,6466,Nissan,320.0,331473
11834,10240,Nissan,358.0,2981484
877,2276,BMW,140.0,3852048
15176,11647,Audi,193.0,1697271
19708,8386,Infiniti,96.0,413805
19708,14284,Infiniti,243.0,2702103
5722,7194,Daewoo,206.0,3659490
11874,5821,Toyota,407.0,454709
901,7623,Audi,289.0,1871449
13489,13889,Toyota,386.0,851298
15613,7640,LADA,422.0,716407
4207,8187,Subaru,331.0,3083161
11687,1991,Nissan,285.0,2868033
7071,5911,LADA,378.0,2162328
7071,12512,KIA,112.0,3743562
11702,8056,Subaru,442.0,3262761
6398,2975,Infiniti,422.0,1736875
778,9393,BMW,336.0,3103985
12441,10161,Subaru,283.0,565278
1632,10300,Daewoo,355.0,1849256
11745,11694,Toyota,71.0,2963361
17786,4771,Daewoo,328.0,2995617
17786,13034,BMW,432.0,2951685
16679,5566,LADA,184.0,1788787
7048,8446,Audi,177.0,1009396
11792,13659,BMW,412.0,3612216
8855,11054,Mercedez-Benz,397.0,3245381
11733,4532,Audi,215.0,1790620
9148,1250,Toyota,86.0,731969
9148,1366,Audi,307.0,3404443
9690,14474,Audi,419.0,948187
1234,14706,LADA,132.0,2038744
9692,4741,Subaru,370.0,1577305
1826,6490,Ford,216.0,1839093
5387,1839,Ford,415.0,700205
5387,6112,Audi,389.0,2517851
12174,7189,Nissan,195.0,1279558
3666,8027,Mercedez-Benz,130.0,1158148
19383,76,Subaru,334.0,540538
19383,6413,Daewoo,72.0,2303277
19383,13927,KIA,402.0,2717769
15311,13408,Nissan,412.0,3476119
3640,9444,Infiniti,274.0,492241
4082,1676,LADA,480.0,1280624
1678,1845,Daewoo,365.0,2334365
4805,2053,LADA,111.0,2292068
4805,3700,Mercedez-Benz,302.0,583796
4805,12598,LADA,388.0,2719880
971,8791,Subaru,254.0,2267981
12347,10151,Nissan,140.0,653575
5693,312,Infiniti,279.0,396864
5693,4639,BMW,145.0,2970628
5693,6719,Ford,308.0,904271
12954,7679,Toyota,298.0,828672
5583,2968,Audi,167.0,359530
1267,3620,Daewoo,195.0,861560
12315,5062,BMW,406.0,750727
4123,8271,BMW,458.0,3405617
13328,10977,Daewoo,271.0,744709
13328,12109,Nissan,258.0,2810539
13328,12215,Ford,389.0,3462269
13328,12959,Mercedez-Benz,490.0,3737111
19337,13635,BMW,456.0,2865750
4239,14969,Nissan,156.0,2882258
15088,943,Daewoo,196.0,3480364
11757,8247,Daewoo,113.0,2872645
9291,14824,Subaru,83.0,2440135
18080,5562,Audi,305.0,3002849
18080,6793,Audi,472.0,1711521
18080,7783,Nissan,164.0,3596477
12547,10013,Nissan,89.0,3007240
16694,4579,Mercedez-Benz,143.0,1597027
5470,3899,Infiniti,478.0,3706682
5470,13356,BMW,480.0,1571340
9995,10448,Infiniti,221.0,1605052
1436,2292,BMW,146.0,3681223
6314,7070,BMW,481.0,3104395
6314,8740,Mercedez-Benz,490.0,3731727
2367,7994,LADA,475.0,745226
550,12781,BMW,114.0,3768172
7930,9376,Ford,324.0,2613843
8707,14180,Ford,258.0,3320504
16452,4558,BMW,386.0,3034308
5233,14229,Subaru,190.0,1019701
16938,7063,BMW,166.0,1616607
9951,2318,Infiniti,382.0,1985322
455,8076,BMW,252.0,2560186
13763,3601,Subaru,397.0,3575492
15898,11401,Mercedez-Benz,488.0,1928915
12494,1688,KIA,108.0,1283435
12494,12019,LADA,448.0,816777
13713,12625,LADA,148.0,3823918
2360,10913,Nissan,454.0,2627316
11598,13870,Daewoo,422.0,3780772
11598,14099,Nissan,405.0,2902307
12629,1005,Mercedez-Benz,310.0,2204678
12629,9292,KIA,480.0,2221792
12629,9327,Daewoo,430.0,3906538
5806,8293,Daewoo,257.0,3580172
11607,2275,Mercedez-Benz,316.0,2182790
11607,3126,Nissan,147.0,1535321
11607,12163,Subaru,348.0,2448009
19216,2189,Infiniti,200.0,3232809
6732,3435,Nissan,460.0,3119976
15528,2060,BMW,105.0,1321901
15528,7590,Mercedez-Benz,197.0,3350803
19390,10002,BMW,230.0,3277594
12283,4184,Daewoo,478.0,630252
12686,6060,Subaru,446.0,3803566
6101,7047,Subaru,327.0,383369
14716,4063,Nissan,251.0,3092937
14716,12966,Infiniti,318.0,513034
14524,6963,Ford,184.0,2126667
10610,13077,Ford,313.0,1252649
15574,859,Toyota,148.0,493480
17387,4162,Subaru,98.0,1477025
6738,4327,Ford,465.0,940080
12865,3691,Subaru,81.0,1109933
12865,11514,Toyota,208.0,1488690
1334,11482,Infiniti,142.0,2724575
5047,13446,Nissan,188.0,3643503
6855,4938,Toyota,250.0,440340
15579,818,Audi,133.0,2915591
15579,6063,Mercedez-Benz,385.0,2181202
17390,14335,Daewoo,274.0,932306
5453,6262,LADA,453.0,3337911
5453,11420,Infiniti,170.0,2190859
16295,2857,KIA,223.0,820630
16295,14029,Ford,207.0,3156042
12871,1397,Ford,89.0,2427398
12871,3370,Daewoo,260.0,759198
6688,4048,Toyota,180.0,1809792
1459,13917,Daewoo,417.0,2497451
12585,7439,Daewoo,144.0,3971796
12585,14898,Toyota,384.0,3190967
1278,937,KIA,218.0,2792900
17899,3889,KIA,211.0,2481604
1293,1806,Mercedez-Benz,488.0,2173979
15428,1787,Daewoo,465.0,3262269
15428,4432,BMW,404.0,261264
15562,954,Daewoo,178.0,2736833
15562,8834,Toyota,352.0,3936266
1424,11405,Subaru,360.0,2849215
1448,12436,KIA,254.0,3114605
19145,9353,Daewoo,448.0,1808423
19208,4971,Nissan,438.0,3077241
17838,2670,Nissan,211.0,2960031
5142,14514,Daewoo,260.0,578034
11136,7066,Audi,208.0,3469137
13875,5688,Nissan,232.0,275051
13872,12314,Subaru,252.0,3228417
13832,9175,Subaru,466.0,3787216
2242,206,Subaru,179.0,1008672
2242,6065,Daewoo,416.0,2140810
11624,258,Subaru,190.0,2778537
7105,4634,Infiniti,498.0,3217174
11652,6041,KIA,404.0,1352480
11652,13534,KIA,274.0,1438301
17534,3088,Audi,447.0,3573280
17534,10880,Toyota,421.0,732277
2169,1832,Ford,464.0,3309122
2169,11302,BMW,244.0,375885
14282,12710,Ford,279.0,3083833
7153,5519,Mercedez-Benz,217.0,2467393
444,11173,Nissan,114.0,1733169
14116,4592,BMW,382.0,2287385
14116,11842,BMW,148.0,2994917
2490,5129,Audi,412.0,3789434
475,368,LADA,117.0,2113286
14001,2320,Nissan,172.0,1076069
14965,13630,BMW,98.0,2961028
14965,14038,Daewoo,425.0,1214101
6238,274,Audi,198.0,1357560
2346,11908,Infiniti,275.0,2508532
18159,8962,Ford,212.0,278382
7271,2731,Infiniti,458.0,794953
7271,8462,Ford,160.0,606816
2342,4848,Nissan,353.0,3480542
13967,11999,Infiniti,195.0,378201
2521,14414,Subaru,398.0,401227
13957,14769,Audi,137.0,1145370
13952,4868,Nissan,222.0,1835113
5836,1748,Mercedez-Benz,493.0,1512615
5836,2129,Subaru,334.0,1197500
19800,675,Audi,354.0,1880608
14506,2642,Toyota,150.0,1453526
14506,8184,Ford,190.0,2465568
14506,11823,Ford,229.0,1826267
19252,4273,Infiniti,330.0,3235620
19079,13138,KIA,382.0,1356949
11975,2747,LADA,450.0,2857157
11975,7497,KIA,264.0,1011859
11979,1187,Daewoo,151.0,1470074
11979,9949,Ford,298.0,1234996
14878,5661,Nissan,204.0,1436342
14878,12669,KIA,255.0,3959583
13265,2351,Audi,142.0,1723415
14863,4537,Audi,298.0,295104
14863,5092,Toyota,413.0,1723892
14863,13931,Ford,438.0,3868529
10842,11196,Toyota,131.0,920003
10842,13564,Daewoo,405.0,2078166
14449,10362,KIA,96.0,944015
14449,10959,Mercedez-Benz,499.0,502619
14449,12718,Daewoo,132.0,756487
5364,9245,BMW,490.0,802245
5364,10041,Infiniti,497.0,1759939
1854,3050,Ford,478.0,3042612
6578,6307,Mercedez-Benz,113.0,1803726
19630,8839,LADA,315.0,1044251
1116,7167,Toyota,440.0,1318821
12146,8964,BMW,324.0,3314178
5080,7984,Subaru,117.0,2732962
15700,5439,Infiniti,237.0,1448284
13364,4624,Daewoo,221.0,1322373
13364,9531,KIA,230.0,377167
13364,11606,Subaru,410.0,2827373
14926,9600,Nissan,298.0,1214810
19032,11493,Daewoo,237.0,1277513
19887,1006,Mercedez-Benz,379.0,3134602
19887,12371,Infiniti,138.0,601118
7347,10336,Audi,245.0,2252318
11856,14905,Nissan,180.0,3210220
2030,12424,LADA,257.0,735983
2030,14211,LADA,174.0,1286985
7024,6785,LADA,428.0,1870773
7024,12017,BMW,144.0,2702458
18126,3043,Audi,78.0,3611321
921,1126,Mercedez-Benz,380.0,2124615
921,13610,Nissan,149.0,1755926
5332,9558,Daewoo,136.0,3028561
5332,12953,Ford,381.0,414000
10903,6408,KIA,229.0,477364
14390,11040,LADA,283.0,2161733
8941,10939,Audi,278.0,1782654
9919,2312,Audi,292.0,3887131
9919,11256,Toyota,491.0,3890642
9919,13598,LADA,303.0,729209
4960,10555,Infiniti,220.0,1004952
16427,8162,Mercedez-Benz,171.0,2787165
7869,11553,Daewoo,278.0,1487399
10174,14794,Daewoo,160.0,3563199
7758,656,Toyota,351.0,3493740
7758,11623,Infiniti,232.0,2874559
10432,3794,BMW,314.0,1049083
9921,1344,Infiniti,354.0,1892557
18271,9494,Mercedez-Benz,212.0,971322
3927,3625,Subaru,124.0,2602679
10087,6547,BMW,489.0,3345265
16649,11303,Daewoo,293.0,1177720
4674,13678,Audi,479.0,2770347
7665,2153,Subaru,476.0,3135417
7665,5464,Ford,413.0,567325
10460,7645,LADA,137.0,493738
10460,13775,Mercedez-Benz,244.0,854292
16981,9570,Daewoo,218.0,3274626
16981,14520,KIA,365.0,3238851
3635,5682,Infiniti,449.0,3330657
3635,11083,Ford,260.0,788960
8216,4324,Toyota,229.0,998172
8212,2294,Infiniti,212.0,3134954
4803,4030,Subaru,372.0,380020
16837,14420,Audi,461.0,1018675
3967,3172,Toyota,204.0,1638325
9687,7690,Ford,448.0,805963
3478,13799,Audi,160.0,1075731
16380,38,KIA,188.0,3986991
9470,4758,KIA,125.0,2462770
9470,4763,Audi,94.0,2522107
4680,4323,Daewoo,184.0,1183377
4302,10992,Mercedez-Benz,80.0,3035919
18660,14217,LADA,222.0,652336
7561,13136,Infiniti,138.0,1688275
16925,7176,Nissan,103.0,3118984
16931,10626,BMW,119.0,2118739
9066,3017,LADA,436.0,1994578
9066,9756,BMW,240.0,1864741
3232,5546,Subaru,235.0,652479
3232,10546,Ford,207.0,441811
7900,12971,Daewoo,172.0,1646334
3920,11788,Infiniti,83.0,538222
18586,517,BMW,102.0,2739228
18586,9944,Nissan,371.0,1395507
4405,1039,Infiniti,200.0,982327
4405,6802,Mercedez-Benz,488.0,922162
4405,14500,Nissan,240.0,2761300
10301,9086,KIA,136.0,3907415
7853,9308,Audi,139.0,1394044
4583,12090,BMW,495.0,1744329
8963,12419,Ford,80.0,3955191
11046,4397,Infiniti,354.0,2953291
15941,2573,Nissan,405.0,2364481
15941,14344,Subaru,183.0,1575022
19528,5029,BMW,80.0,2066064
4156,5617,Toyota,363.0,2332639
17618,6941,Infiniti,184.0,420702
8151,13333,Mercedez-Benz,465.0,1729763
15934,1354,LADA,300.0,1808976
15934,7561,Mercedez-Benz,263.0,524414
7204,11410,Toyota,359.0,2071572
7120,13421,KIA,277.0,818909
18220,11687,Subaru,103.0,2037998
3111,5551,Subaru,300.0,3488660
3111,13611,BMW,403.0,3224811
7200,3656,Mercedez-Benz,470.0,832307
18587,4360,Ford,435.0,3465683
6492,8770,Daewoo,418.0,2664954
6492,9116,LADA,348.0,2126993
17945,5315,Toyota,110.0,2606822
17945,8416,LADA,129.0,392087
15917,8854,LADA,308.0,1481093
422,711,Daewoo,73.0,1361913
422,4283,Audi,341.0,2966639
5876,1060,Daewoo,109.0,2419945
5203,11963,Mercedez-Benz,454.0,283364
15217,4046,KIA,446.0,2886765
18978,5036,Infiniti,486.0,2925917
18978,10222,Audi,427.0,2926599
8058,8691,Mercedez-Benz,86.0,1322305
7179,1379,Audi,408.0,2578749
2658,11759,BMW,205.0,3580561
2658,13651,Infiniti,129.0,3601217
633,3605,Toyota,81.0,467130
4226,3069,BMW,169.0,1318549
8732,3077,Daewoo,482.0,3722511
8732,6204,Toyota,205.0,2432825
8732,9818,KIA,242.0,3756836
8732,10344,Daewoo,399.0,367800
12702,686,Toyota,484.0,3902986
17308,2508,Ford,136.0,3039035
4920,976,Daewoo,462.0,3614939
4920,2005,Nissan,432.0,2492166
10318,10786,KIA,482.0,1538047
8084,9046,Ford,327.0,2580358
3840,2955,Subaru,441.0,3085483
3840,4182,BMW,420.0,1141967
3840,7559,Daewoo,102.0,1268951
2683,9159,Nissan,140.0,3699885
8797,5504,Toyota,486.0,3660080
8797,5757,Mercedez-Benz,341.0,926584
8758,3576,LADA,410.0,1241089
13720,14436,Daewoo,356.0,445197
13720,14504,Subaru,313.0,2767095
17653,4362,Audi,240.0,3101638
2298,7292,Daewoo,71.0,1600109
2298,7471,Infiniti,243.0,2504856
7157,4641,Mercedez-Benz,391.0,1703435
6302,12097,LADA,414.0,3201999
1427,10865,LADA,281.0,2166549
3753,2646,Daewoo,354.0,2823722
8563,12798,Audi,417.0,1701325
9482,3909,Daewoo,277.0,1211791
17823,13447,Nissan,197.0,3518274
479,9860,Infiniti,205.0,1513683
19221,3250,KIA,437.0,1971581
530,11342,LADA,180.0,3774485
13077,2722,Nissan,443.0,3256555
13077,2869,Nissan,87.0,2197164
15018,4527,Daewoo,323.0,1397763
19817,10966,Subaru,134.0,320913
553,2331,Audi,419.0,693432
553,8554,Nissan,296.0,3937737
6289,11242,Nissan,253.0,3893228
5738,425,Subaru,472.0,1604715
17189,10899,LADA,312.0,231114
1625,10866,Daewoo,420.0,3350984
18255,8983,Infiniti,211.0,2745254
18255,14026,Audi,95.0,845930
10342,4588,Nissan,371.0,911853
10342,10795,Audi,253.0,3836623
19105,58,Mercedez-Benz,179.0,1861125
19105,2199,Mercedez-Benz,147.0,2433558
19105,8588,Toyota,320.0,3377520
11738,4879,Ford,408.0,3911499
3257,5419,Audi,473.0,1918770
8373,2917,LADA,490.0,573035
7539,11727,Ford,194.0,788305
19959,7516,Mercedez-Benz,330.0,2418729
14560,5230,Nissan,139.0,2164068
7053,14477,Nissan,499.0,1420474
6588,2610,Infiniti,102.0,2387281
1928,12213,BMW,365.0,2347747
7756,6326,Nissan,256.0,3436160
7756,9595,Ford,94.0,2137224
8234,8223,Toyota,321.0,782437
8234,14525,Daewoo,207.0,2856215
6960,11099,Toyota,81.0,2443387
191,2268,Audi,306.0,624036
191,8380,Mercedez-Benz,250.0,394448
191,14801,Nissan,425.0,968740
2146,8681,KIA,473.0,1667841
19560,52,Audi,85.0,200844
18408,10870,Mercedez-Benz,141.0,3808403
18408,11984,Subaru,264.0,2422208
19148,2445,Subaru,87.0,3929072
19148,14244,Subaru,78.0,1686667
2425,2780,Nissan,227.0,1551571
10567,1080,Ford,492.0,200800
10567,13631,Ford,426.0,1353076
8290,6762,Nissan,223.0,332183
8290,9529,Nissan,368.0,2226931
5631,13168,Infiniti,407.0,1731922
9120,8736,Audi,80.0,220987
9120,9691,LADA,363.0,2533610
1166,991,Infiniti,108.0,1364946
1166,10920,BMW,321.0,3527493
1166,11731,Mercedez-Benz,158.0,431303
5163,13521,Daewoo,129.0,2010110
9842,9390,Mercedez-Benz,411.0,1906454
9843,12103,Subaru,339.0,3134067
17909,5452,Nissan,292.0,454513
10484,8443,LADA,399.0,1853469
13020,3151,LADA,131.0,1129912
13020,11695,Daewoo,278.0,2550018
15809,10389,Subaru,353.0,1959860
14616,3827,BMW,221.0,1104825
6054,1975,LADA,144.0,1463723
19258,8066,Toyota,301.0,1501627
9800,7156,KIA,86.0,1777409
11884,12309,Subaru,486.0,2521062
10537,9840,Subaru,177.0,1438180
10537,10391,Ford,191.0,2524607
10537,12049,KIA,112.0,536470
5039,1520,Nissan,362.0,866613
7966,5627,Audi,363.0,1897684
7966,9663,KIA,401.0,2597831
14263,4312,Ford,284.0,1317064
10665,6555,Toyota,250.0,3295629
4121,4160,LADA,113.0,318304
4121,9122,Infiniti,443.0,3647953
16610,13430,KIA,236.0,2884586
18513,3394,Nissan,105.0,1541290
18513,12072,KIA,115.0,425289
11675,716,KIA,272.0,2710645
11675,1789,BMW,305.0,1626164
5916,10243,Ford,325.0,3820561
6531,4319,Ford,131.0,2806578
13349,1422,Infiniti,297.0,2873741
16265,3136,KIA,224.0,300483
1868,511,KIA,478.0,3949470
3448,5591,Subaru,186.0,3515638
15458,3753,KIA,190.0,3450304
15458,8847,LADA,89.0,3977775
16601,6107,LADA,467.0,3254340
8968,1671,Subaru,412.0,3619115
8968,10582,LADA,324.0,2720297
18890,10643,Ford,372.0,3697200
3072,11702,Toyota,499.0,1085187
3072,13155,KIA,189.0,263157
16584,6310,Audi,282.0,2093599
16584,6903,Daewoo,116.0,498669
1030,14530,BMW,441.0,3097224
16281,2659,Mercedez-Benz,293.0,3437266
13397,6871,Nissan,438.0,1158608
16001,53,BMW,225.0,808188
16001,8002,Daewoo,445.0,2401048
4145,4897,Toyota,187.0,1931749
7961,10734,Audi,469.0,2918214
7961,13365,Mercedez-Benz,70.0,3611862
7961,14421,Nissan,477.0,281144
18828,4597,Nissan,287.0,378108
19680,1464,Nissan,305.0,3861120
19680,8954,Audi,331.0,832319
1462,2737,Nissan,414.0,2482400
1462,10356,Infiniti,256.0,1853878
13721,2991,Audi,474.0,3427355
17234,5424,Daewoo,417.0,1565355
17234,6844,BMW,337.0,2537464
17234,12570,Mercedez-Benz,190.0,482514
1152,245,KIA,327.0,3487130
1226,185,Toyota,452.0,2660585
3842,6796,Mercedez-Benz,438.0,348359
1207,4186,Infiniti,344.0,2800352
12801,6939,Subaru,131.0,1718303
12801,13326,Nissan,452.0,2789224
12801,14651,KIA,227.0,1978568
18067,11455,Toyota,257.0,3516356
18067,14490,Subaru,99.0,2672745
12809,6544,Infiniti,154.0,2343894
13354,12433,Audi,233.0,2415305
15322,6830,Nissan,121.0,3190448
1018,9879,Toyota,109.0,3600403
1018,10081,Infiniti,86.0,2973262
2447,211,Nissan,469.0,2441736
11407,11552,LADA,340.0,2644600
19717,5538,Daewoo,396.0,3345361
18595,5350,Daewoo,201.0,1372510
4727,4526,Subaru,117.0,1692077
4727,4646,LADA,445.0,1298733
4727,10700,Mercedez-Benz,215.0,1157677
4727,10860,KIA,331.0,647342
10105,3024,Infiniti,148.0,2488386
9191,9326,Subaru,117.0,2874111
1314,14144,Ford,123.0,2279566
16734,12808,LADA,249.0,2833485
15141,13742,BMW,127.0,609235
977,72,Mercedez-Benz,146.0,3579339
977,5155,Daewoo,475.0,1801148
19129,4937,Daewoo,387.0,2297467
19129,10545,BMW,171.0,1258036
1119,10742,Ford,447.0,1836882
7982,330,Ford,489.0,3595824
7982,3676,Audi,231.0,2685161
13356,668,LADA,485.0,391506
13356,10290,Infiniti,124.0,3757268
13356,14890,Mercedez-Benz,107.0,3831982
2644,14312,Toyota,200.0,1288623
10172,3445,Nissan,361.0,2931256
12778,2824,Ford,297.0,2737894
12778,6698,LADA,147.0,2625309
5525,3337,Ford,451.0,2829675
12867,6454,BMW,417.0,539355
11172,11772,Ford,156.0,2393626
15601,35,Subaru,364.0,582093
15659,944,KIA,403.0,3072179
9565,9881,Subaru,348.0,3102522
9565,11650,Toyota,421.0,2858232
5277,5108,Infiniti,287.0,3522107
8147,6191,Audi,339.0,3592760
19859,14461,Audi,112.0,1112577
6896,5404,LADA,261.0,1403524
18103,3820,LADA,282.0,564494
18103,10031,Subaru,350.0,2062933
14259,3503,Mercedez-Benz,299.0,3987546
6899,11240,LADA,409.0,881692
3708,5311,Audi,496.0,3210160
14579,14937,Subaru,248.0,201956
11577,2037,Nissan,456.0,233175
11746,2801,Infiniti,338.0,3257890
2236,7710,Daewoo,435.0,381912
10586,506,Toyota,166.0,1441215
10586,3001,Audi,478.0,2661188
12329,10067,Nissan,486.0,205032
12329,10180,LADA,253.0,467117
9881,9063,Ford,130.0,2585195
9881,10973,Ford,453.0,1676721
9578,4575,Mercedez-Benz,91.0,2536915
10681,1842,Toyota,183.0,2606845
15889,2225,Daewoo,151.0,2983391
4645,6862,KIA,183.0,3755314
4636,256,Audi,486.0,693415
17572,6940,BMW,151.0,1284218
190,6250,Audi,436.0,734733
17573,6176,Infiniti,424.0,2943313
19372,6860,Audi,242.0,1183927
19372,7342,Ford,478.0,2488865
19372,8572,Subaru,436.0,1535228
10412,12422,Mercedez-Benz,208.0,1872549
1768,1820,BMW,307.0,2868619
343,2344,Audi,198.0,3539722
9593,2548,Mercedez-Benz,365.0,3473186
9593,5379,Toyota,219.0,2933819
9654,14687,Daewoo,403.0,3124384
2882,4865,Ford,144.0,337147
2882,13132,Nissan,232.0,834061
17537,12919,Nissan,462.0,3463464
9641,13979,Toyota,316.0,1911907
324,3349,BMW,240.0,2231083
324,7263,BMW,165.0,1166686
2886,472,Toyota,209.0,1230663
7489,2898,Ford,480.0,2058141
4435,1631,Ford,310.0,3866584
4435,12210,Ford,411.0,1267087
18405,4361,Subaru,238.0,1613278
6989,9227,Audi,407.0,3868957
6989,9932,BMW,400.0,3274695
4795,981,Mercedez-Benz,469.0,2708686
5457,4280,Audi,343.0,2664019
5457,10905,Ford,473.0,2027843
7007,502,Daewoo,160.0,3115967
15631,1878,Subaru,95.0,1910860
15631,9250,Subaru,422.0,3465118
11467,240,Audi,148.0,853937
4575,8768,Daewoo,411.0,1060331
9421,14765,Toyota,139.0,684478
18394,7778,Subaru,291.0,3171551
7019,43,Infiniti,490.0,3140925
7019,8052,Audi,146.0,3965459
7148,3995,Daewoo,219.0,3543693
8776,14005,Mercedez-Benz,246.0,2287449
2695,8680,Daewoo,412.0,1575062
2695,9218,LADA,324.0,1763560
10288,7868,Daewoo,269.0,2735283
7045,7068,Infiniti,354.0,914067
7045,14058,Nissan,249.0,2129068
1971,6213,Subaru,123.0,1996558
14041,543,Toyota,358.0,1362920
14041,829,Infiniti,156.0,3985132
14041,9596,Audi,454.0,3217104
2787,9328,LADA,353.0,2934124
725,14942,Audi,235.0,3880566
8249,5007,Mercedez-Benz,234.0,2329819
9469,10017,Nissan,473.0,2344154
14009,1293,Audi,416.0,3874009
10823,13824,Nissan,463.0,1629893
2770,13745,BMW,221.0,1547317
7793,6354,LADA,434.0,252537
7793,9387,Subaru,277.0,3057130
2244,13386,Audi,217.0,3254601
7004,4201,Daewoo,472.0,3213137
11773,9383,Audi,90.0,1886814
6834,12249,Infiniti,271.0,894564
3142,3211,Nissan,188.0,2801353
14121,10103,Daewoo,364.0,927745
14121,11249,Toyota,270.0,1835118
11838,1298,BMW,147.0,2968427
18991,4029,Mercedez-Benz,497.0,1052430
1887,9396,BMW,364.0,3730138
15781,8609,Mercedez-Benz,311.0,1862515
1994,1347,Subaru,187.0,3014596
12007,9275,Audi,371.0,3532039
12007,10573,Nissan,234.0,3602816
11944,1553,KIA,261.0,1575472
11944,6074,Infiniti,428.0,3395937
15394,5763,KIA,318.0,2917685
15394,9007,Ford,158.0,726531
16561,8336,LADA,94.0,3275327
2040,10619,Infiniti,474.0,459423
9179,2585,Audi,419.0,1158937
9179,6704,Infiniti,78.0,3619161
17472,2429,Daewoo,216.0,1691048
17472,4774,Daewoo,276.0,309598
17472,14699,Subaru,368.0,3350081
4009,1988,LADA,266.0,2983057
4009,10482,KIA,225.0,1487968
4009,13551,Toyota,203.0,3405576
4000,13014,Ford,202.0,3202382
12059,14302,Infiniti,365.0,3003935
9455,6919,Infiniti,247.0,502926
9455,9535,Infiniti,495.0,1954303
6756,6007,BMW,380.0,2290662
19452,2546,KIA,427.0,1575152
19452,13992,Mercedez-Benz,100.0,1572048
9436,6851,LADA,144.0,1161440
9436,7502,BMW,417.0,3484951
9436,10930,LADA,402.0,1814377
9424,4498,Daewoo,190.0,3169937
9424,13122,Ford,297.0,3385972
1474,5955,KIA,213.0,935191
15529,5145,Audi,281.0,663590
12622,1981,Infiniti,479.0,1005934
2320,3018,Daewoo,245.0,3237335
2320,5290,BMW,273.0,500391
1558,6482,Mercedez-Benz,353.0,2331176
16686,14960,KIA,223.0,3619429
2300,6431,Daewoo,401.0,2557832
16726,8520,Toyota,366.0,241915
16726,9247,Infiniti,495.0,1228036
2332,5132,Toyota,158.0,2645948
15522,10040,BMW,81.0,3495390
11408,3955,KIA,223.0,1527783
11408,9311,Ford,355.0,967065
7938,508,KIA,247.0,2948574
1355,764,Toyota,408.0,1964349
1355,5364,BMW,296.0,1238878
1355,9482,Toyota,228.0,1176133
7080,8261,KIA,454.0,3543658
11338,2960,BMW,121.0,2416042
11338,13578,Subaru,191.0,3081534
10098,12246,Infiniti,247.0,3219216
10098,14030,Nissan,178.0,2954161
11680,9222,Infiniti,284.0,753104
12834,526,BMW,356.0,3165327
2421,13384,BMW,498.0,1841805
9685,803,Audi,124.0,1533654
9685,4467,Daewoo,480.0,3793874
18793,2336,Subaru,390.0,1253406
16745,4454,Nissan,170.0,1151801
10065,6463,Subaru,283.0,863722
10065,9346,Infiniti,496.0,3010100
6725,6090,LADA,478.0,2759986
17842,12762,Toyota,296.0,303665
15181,9901,Audi,178.0,2303306
862,5393,Nissan,105.0,3715745
862,9464,Subaru,318.0,1370119
5007,8092,Toyota,337.0,3256906
5056,2257,LADA,206.0,1499975
19719,5951,Nissan,172.0,1680767
19719,12365,Audi,138.0,1300240
10727,12869,BMW,231.0,3710248
382,6927,Subaru,192.0,3806806
18887,9831,Daewoo,323.0,544789
4392,13920,LADA,179.0,538791
16893,1096,Audi,367.0,1823923
16893,4032,Nissan,199.0,1127951
16893,5199,Ford,428.0,708767
16893,7020,Daewoo,235.0,491000
13627,2067,Subaru,211.0,3809718
13627,9157,Nissan,143.0,1477440
13627,12524,Toyota,421.0,2024322
6475,793,Daewoo,80.0,2894246
14228,10363,Mercedez-Benz,247.0,1144853
18952,5527,Nissan,315.0,422865
18952,6485,Infiniti,130.0,3138728
18952,13665,Subaru,203.0,1018769
5953,4519,Mercedez-Benz,224.0,408606
5953,12029,Audi,70.0,2563943
5953,12446,Ford,196.0,2600436
15249,10837,Ford,256.0,2817559
17756,4420,LADA,436.0,3811159
